name,citymeetings_url,start_time_in_seconds,end_time_in_seconds,for_or_against,borough,neighborhood,stated_affiliations,key_points
Matthew Denys,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/matthew-denys-from-open-new-york-on-comprehensive,48818.4,48975.258,For,Brooklyn,Flatbush,[Open New York],"[The city is in a deep housing crisis with high prices getting worse, The proposal is a step in the right direction, though not enough to fix the entire housing shortage, The proposal will allow more housing to be built, including affordable housing, Town Center zoning will support small businesses, Lifting parking mandates will help reduce car subsidies and traffic, The transit-oriented development element is limited but a good start, Current zoning restrictions prevent building apartment buildings similar to existing historic ones in Flatbush, More ambitious building near transit is needed to meet housing demands, The proposal should be approved to address the urgency of the housing crisis]"
Mark Anderson,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/mark-anderson-of-wesley-improvement-society-staten,49024.797,49219.65,Against,Staten Island,North Shore,"[Wesley Improvement Society, Citibank Group]","[No need for more housing as housing availability has exceeded need for the past 50 years, New York City lost about 600,000 residents in the last 3 years, Current zoning is sufficient for creating needed housing, North shore of Staten Island could have 2 to 3 times the current occupancy under current zoning, The proposal is not truly about affordable housing, especially in Staten Island, Accessory dwelling units are unnecessary and potentially unsafe, Living in basements is dangerous due to flooding risks from plumbing and groundwater]"
Bobbi Barnett,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/bobbi-barnett-from-manhattan-community-board-4-on,49272.64,49462.14,For,Manhattan,Unknown,[Manhattan Community Board 4],"[Encourages approval of City of Yes for Housing Opportunity, Supports reduction and elimination of dwelling unit factor, Supports universal affordability preference (UAP), Believes benefits of additional affordable units outweigh concerns about increased building height, Appreciates DCP's engagement with community boards, Argues for quicker review process to address housing shortage, Urges CPC not to exempt any neighborhoods from housing obligations, Emphasizes the interconnected nature of New York City's housing market]"
Esther Gimelfarb,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/esther-gimelfarb-on-concerns-about-the-city-of-yes,49640.44,49834.324,Against,Queens,Regal Park,[],"[The proposal will not alleviate affordable housing shortage or make neighborhoods more environmentally friendly, It will exacerbate overtaxed and overburdened aging drainage, sewage, and sanitation systems, Construction of big apartment buildings without parking requirements will lead to more congestion, Mass transit should be fixed to discourage driving, not removing parking, The proposal targets low-density neighborhoods like Regal Park, which already faced issues during the pandemic and recent storms, Safety concerns about legalizing basement apartments and accessory dwelling units, The proposal takes away local communities' voices, It favors real estate developers' interests, Infrastructure should be addressed with a site-specific approach, not a one-size-fits-all solution]"
Dave Pecoraro,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/dave-pecoraro-from-rosedale-civic-association-and,49869.49,50043.336,Against,Queens,Rosedale,"[Rosedale Civic Association, Queens Community Board 13]","[Universal opposition to City of Yes from his neighbors, Community Board 13 unanimously voted no, Residents chose to live in Eastern Queens to avoid congestion, Concerns about environmental impact on already strained infrastructure, Lack of required parking fails to recognize needs of areas with limited mass transit, Half-mile transit zones from LIRR stations are excessive, Paving green spaces could increase flooding risks, Some neighborhoods are considering seceding from the city due to this plan, Plan is seen as benefiting Manhattan realtors and elites at the expense of local communities]"
Rev. Carlene Thorbs,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/rev-carlene-thorbs-chairperson-of-queens-community,50131.684,50326.555,Against,Queens,Jamaica,[Queens Community Board 12],"[No environmental impact statement has been conducted, Lack of infrastructure considerations (sanitation, schools, water, sewage lines), Parking is necessary in South Jamaica, which is a driving community, The proposal would destroy the neighborhood, Insufficient community engagement and awareness about City of Yes, Existing apartments in downtown area are expensive and some are empty, Community Board 12 and other Queens Community Boards do not support City of Yes, The area is already carrying the weight of shelters, Affordable housing is not truly affordable, Concerns about prioritizing new New Yorkers over existing shelter residents, The proposal is not a one-size-fits-all solution and should be considered community board by community board]"
Daniel Fischer,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/daniel-fischer-resident-of-williamsburg-on-support,50386.152,50467.09,For,Brooklyn,Williamsburg,[],"[Support for the City of Yes for Housing Opportunity proposal, Personal experience as a renter in NYC for 8 years, Concern about friends leaving the city due to housing costs, Worry about personal ability to stay in the city long-term and start a family, Contrast between homeowners' housing security and renters' struggles, Climate change concerns and the lower greenhouse gas footprint of New Yorkers, Support for transit-oriented development, Support for removal of parking minimums to reduce unit costs and shift away from car dependency]"
Indiana Porta,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/indiana-porta-from-manhattan-community-board-9-on,50524.246,50721.4,For,Manhattan,Unknown,[Manhattan Community Board 9],"[Requests for public availability of written and oral testimony, Clarification on the universal affordability preference proposal, specifically the fixed percentage of affordable housing, Suggestion to set a base minimum of affordable units (20%), Question about recently rezoned areas and how the new initiative would affect them, Support for accessibility features as a wheelchair user]"
Pamela Wolff,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/pamela-wolff-on-concerns-about-the-city-of-yes-for,50806.75,51037.355,Against,Manhattan,Chelsea,[],"[The initiative would compromise housing quality by allowing reduced standards (smaller windows, setbacks, no minimum unit sizes), Lack of mandatory affordable housing provisions, Failure to conduct community impact assessments, Reduction of Council member's powers, diminishing local oversight and accountability, Provisions for transfer of development rights from landmarks could lead to oversized towers, Potential negative impact on Chelsea's community and character, Risk of deepening economic segregation, Concern about demolition of naturally occurring affordable housing]"
Elena Sytcheva,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/elena-sytcheva-on-the-city-of-yes-initiative-and,51093.047,51200.2,For,Brooklyn,Greenpoint,[],"[Support for the City of Yes initiative, Personal experience as a lifelong Brooklyn resident, Concern about the lack of affordable housing for the current generation, Friends and colleagues being forced to leave their neighborhoods due to cost of living increases, Support for creating permanent affordability through UAP, Support for making parking optional instead of required, Support for transit-oriented development, Belief that the proposal will provide much-needed affordable housing, Urging the commission to approve the proposal in its strongest form]"
Denise Fabiano,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/denise-fabiano-resident-of-howard-beach-queens-on,51254.39,51455.258,Against,Queens,Howard Beach,[],"[Cannot enforce permanent affordability, Concern about potential abuse of the system, Lack of trust in the mayor's all-or-nothing approach, Migrant and illegal immigrant problem exacerbating housing situation, 35 community boards voted against, while 24 voted in favor, Suggestion to implement changes in areas that have approved and evaluate results, Concerns about infrastructure, particularly mentioning water issues in basement, Proposal to rename initiative to 'City of Those That Said Yes' and allow others to wait and see if it works]"
Charles Ny,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/charles-ny-from-community-board-5-on-housing-needs,51509.668,51708.1,Against,Manhattan,Unknown,[Community Board 5],"[Lack of adequate housing solutions for people with disabilities and low incomes, Current subsidized housing (SRO) is insufficient and potentially harmful to mental health, Need for more outreach and inclusion of impoverished individuals in housing design and decision-making, Criticism of current affordable housing standards and desire for better living conditions (e.g., one-bedroom apartments instead of SROs), Lack of engagement from housing advocacy groups (like Open New York) with individuals in need, Call for more comprehensive outreach and planning before implementing the proposed plan]"
Cormack McKay,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/cormack-mckay-visitor-and-possible-future-resident,51788.86,51980.938,For,Unknown,Unknown,[],"[Support for the City of Yes proposal with additional amendments, Concern about deliberately leaving property empty and its negative effects on the city, Proposal for a vacant property tax or fine of $1 per square foot per day or 100% of expected rent, Suggestion to encourage rapid renovation and development of empty sites, Promotion of prefabrication and off-site construction methods, Proposal for a citizen reporting program for vacant properties, Suggestion to convert vacant commercial properties to emergency residential or tourist accommodation within 30-90 days, Recommendation for short-term tourist accommodation in buildings not suitable for long-term residential use]"
Campbell Munn,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/campbell-munn-from-manhattan-community-board-3-on,52000.832,52151.73,For,Manhattan,East Village,"[Manhattan Community Board 3, New York City Economic Operation]","[Support for City of Yes without conditions, High housing costs for New Yorkers, City of Yes as a generational proposal for critical zoning reforms, Need for equal distribution of new housing production across the city, Historically low vacancy rates forcing people to leave New York City, Support for more housing and affordable housing in every neighborhood, Concern about personal future in New York City due to housing costs, Support for universal affordability preference proposal]"
Jack Connors,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/jack-connors-from-the-permanent-citizens-advisory,52173.535,52358.41,For,Unknown,Unknown,[Permanent Citizens Advisory Committee to the MTA],"[Support for City of Yes for Housing Opportunity proposal, Affordable housing crisis hurts MTA riders, with longer commute times compared to other cities, Racial disparities in commute times, with Black New Yorkers having longer commutes, Proposal addresses inequities by returning to transit-focused housing policies, Encourages transit-oriented development and removal of parking mandates, Potential to improve lives of current and future transit riders, Calls for additional initiatives like expanding bus lanes and Fair Fares program, Emphasizes the need to ensure transit infrastructure is accessible to working New Yorkers]"
Catherine Murawski,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/catherine-murawski-vice-president-of-liberty-park,52415.72,52618.156,Against,Queens,Liberty Park,[Liberty Park Homeowners Association],"[Represents 500 homes and 700 families in Community Board 5, Existing 2-family houses are small with basements that are not suitable for apartments, Basement apartments would be dangerous due to flood risk and limited exits, Concerns about the electrical grid's capacity to handle increased demand, Opposes over-development, Sympathizes with people who need housing but believes the initiative is not good for many areas of Queens, Suggests focusing on existing housing solutions for those in need, Supports the initiative in certain areas of New York City, but not in Queens]"
Stan Liao,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/stan-liao-on-strong-support-for-city-of-yes-for,52641.445,52683.88,For,Unknown,Unknown,[],"[Strongly supports the City of Yes with no amendments, Long-time New York resident, Rent is extremely expensive in the city, Friends are moving away due to high costs, City is in an immense housing crisis, Urgently need to build more housing of all kinds, Supports CDBS plan, Looks forward to more affordable housing being built]"
Ari S,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/ari-s-structural-engineer-on-concerns-about-city,52708.902,52893.117,Against,Unknown,Unknown,[],"[The proposal does not guarantee affordable housing, Neighborhoods with increased development have become less affordable, Neighborhoods with individual homeowners and 2-3 family homes are more affordable, Concerns about one-size-fits-all approach without considering neighborhood-specific needs, Lack of access to public transportation in some neighborhoods leads to parking issues, Concerns about reduction in green spaces, sunlight, and shared community spaces, Need for infrastructure and resource updates before introducing new housing, Suggestion to explore other means of addressing housing affordability, such as not increasing rent stabilization]"
Bob Martin [Fake],https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/christopher-leon-johnson-as-bob-martin-mcdonalds,52936.574,53116.023,Against,Brooklyn,Flatbush,[],"[Cannot afford housing under City of Yes due to low income ($20,000/year), City of Yes will not benefit poor people like him, New developments in his area are unaffordable despite having good credit, City of Yes will only benefit the wealthy, Works multiple jobs (McDonald's and construction) but still can't afford housing, Concerns about displacement of current residents, Criticizes organizations supporting the plan (Open Plans, Open New York, Tri-State, Regional Plan Association, Transportation Alternatives)]"
Salinas Miranda,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/salinas-miranda-on-opposing-city-of-yes-for,53150.535,53280.05,Against,Manhattan,Chelsea,[],"[The proposal does not include low income and very low income housing, City of Yes primarily benefits private developers, It will not solve the homeless crisis, Height restrictions should be maintained, Constituents should be included in community decision-making processes, Concerns about private developers abusing power (e.g., Related Companies in Chelsea), Existing buildings only need maintenance and repairs, not demolition, Opposes changing zoning to increase building heights and population density, Concerned about the impact on elderly, sick, disabled, and mental well-being of tenants, Calls for protecting the city from overdevelopment, Opposes rezoning and demolition in Chelsea, Suggests implementing rent caps for all housing, Calls for a comprehensive rent control plan from the mayor]"
Ryder Kessler,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/ryder-kessler-manhattan-community-board-2-member,53480.887,53627.74,For,Manhattan,West Village,[Manhattan Community Board 2],"[The current housing crisis is due to not creating enough homes to keep up with population and job growth, The city is stuck in a 60+ year old zoning regime that needs to change, There is a crisis of housing affordability, not just affordable housing, New York needs to add housing of all types across the city, The City of Yes for Housing Opportunity is necessary but not sufficient to address the crisis, Dense, walkable neighborhoods are important for fighting climate change, Making the city affordable, equitable, and sustainable is crucial for maintaining New York's vitality]"
Sunny Ng,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/sunny-ng-north-brooklyn-resident-on-removing,53647.086,53752.555,For,Brooklyn,North Brooklyn,[],"[Support for the City of Yes for Housing Opportunity initiative, Need for both affordable and market-rate housing, Strong support for lifting parking minimums, Parking requirements are unnecessary in transit-rich neighborhoods, Removing parking minimums allows market to determine actual parking needs, Reducing car dependency helps fight climate change, Current parking requirements are outdated and should be changed]"
